__id,data_loaded_at,the_geom,analysis_neighborhood,supervisor_district,cultural_districts,number_of_districts,longitude,latitude,zip_code,street_address_or_intersection,location_description,current_location,facility,media_support,medium,display_dimensions,display_title,credit_line,artist,accession_number,data_as_of,creation_date
row-j24k.6q6e-baq5,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.406204598 37.778784245),South of Market,06,SOMA Pilipinas Cultural District,1,-122.4062046,37.77878425,94103,270 6th Street,Exterior Facade And Playground,Public Display,Gene Friend Recreation Center,"Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth on concrete","Ceramic tiles, cement, acrylic mixture, polyurethane foam, and fibergalss cloth",in.,A World View,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Gene Friend Recreation Center,"Heavenston, Martha",1989.25.a-i,2024-04-17T12:53:50.300,1989
row-cxc2_jbsu~28mh,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.47591421 37.73837121),Sunset/Parkside,04,Sunset Chinese Cultural District,1,-122.4759142,37.73837121,94116,2695 19th Avenue,Natatorium,Public Display,Sava Pool,Photographic print on porcelain enamel on concrete,Photographic print on porcelain enamel,21 1/2 x 94 x 1 in.,"Swimmer's Waves [column D, row 8]",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Charlie Sava Pool,"Wagner, Catherine",2008.10.y,2024-04-17T12:53:50.300,2008
row-epzz-dvfu_v4ek,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.47591421 37.73837121),Sunset/Parkside,04,Sunset Chinese Cultural District,1,-122.4759142,37.73837121,94116,2695 19th Avenue,Natatorium,Public Display,Sava Pool,Photographic print on porcelain enamel on concrete,Photographic print on porcelain enamel,21 1/2 x 94 x 1 in.,"Swimmer's Waves [column E, row 5]",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Charlie Sava Pool,"Wagner, Catherine",2008.10.o,2024-04-17T12:53:50.300,2008
row-vbcp-vbw8~xw5a,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.415610134 37.784677215),Tenderloin,05,,0,-122.4156101,37.78467721,94109,570 Ellis Street,Front Fence,Public Display,Tenderloin Recreation Center,#836 galvanized steel on steel fence,#836 galvanized steel,74 x 72 x 1 1/2 in.,Folks in the 'Hood [figures with hoop],Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Tenderloin Children's Recreation Center,Joesam.,1995.7.a,2024-04-17T12:53:50.300,1995
row-5wnb_wmhj-sxu9,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.405897643 37.802316863),North Beach,03,,0,-122.4058976,37.80231686,94133,1 Telegraph Hill Boulevard,Elevator Lobby,Public Display,Coit Tower,Oil on canvas,Oil,108 x 54 in.,Seabirds (Seagulls),Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,"Oldfield, Otis",1934.19.a,2024-04-17T12:53:50.300,1934
row-q2dc-srji~tfz2,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.498335841 37.784263363),Lincoln Park,01,,0,-122.4983358,37.78426336,94121,100 34th Avenue,Boarded by Legion of Honor Drive  and Lincoln Highway as it becomes El Camino Del Mar. Next to the parking lot and fountain across from the main entrance to the Legion of Honor.,Public Display,Lincoln Park,Cast and painted bronze and wire on concrete,Cast and painted bronze and wire,132 x 144 x 204 in.,The Holocaust,Collection of the City and County of San Francisco; Commissioned by the Mayor's Committee for a Memorial to the Six Million Victims of the Holocaust,"Segal, George",1984.74.a-c,2024-04-17T12:53:50.300,1982
row-g3r6~8h5c_3tpr,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.384469944 37.605746093),,,,0,-122.3844699,37.60574609,94128,55 S McDonnell Road,"Grand Hyatt, Level 4",SFO,Hotel,drypoint and etching on paper,drypoint and etching,"30"" x 22""",Untitled from Nine Drypoints and Etchings,Purchased by the San Francisco Art Commission for the San Francisco International Airport,"Diebenkorn, Richard",1979.6,2024-04-17T12:53:50.300,
row-tmpz.22vz.hd75,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.393194548 37.793235439),Financial District/South Beach,06,,0,-122.3931945,37.79323544,94105,Mission Street & Steuart Street,SW corner of Hotel Vitale,Public Display,Mission St. and Steuart St.,Painted steel on Steel armatures and concrete footing,Painted steel,approx. 2 stories x 286 in. x 220 in.,International Longshoremen's & Warehousemen's Union Memorial (ILWU),Collection of the City and County of San Francisco; Gift of the International Longshoremen's & Warehousemen's Union Memorial,M.E.T.A.L. (Mural Environmentalists Together in Art Labor),1986.25,2024-04-17T12:53:50.300,1986
row-32qw.43gw_yamc,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.384469944 37.605746093),,,,0,-122.3844699,37.60574609,94128,55 S McDonnell Road,"Grand Hyatt, Level 4",SFO,Hotel,drypoint and etching on paper,drypoint and etching,"30"" x 22""",Untitled from Nine Drypoints and Etchings,Purchased by the San Francisco Art Commission for the San Francisco International Airport,"Diebenkorn, Richard",1979.61,2024-04-17T12:53:50.300,
row-a72u_sytu-yhm4,2024-04-25T13:55:19.101,,,,,0,,,94128,,BAB,SFO,Terminal 1,Digital print on archival rag paper,,36 7/8 x 17 in.,Advice from My 80-Year-Old Self: One Day at a Time,,"O'Malley, Susan",T2018.46.j,2024-04-17T12:53:50.300,
row-ddn8.idft~z8yt,2024-04-25T13:55:19.101,,,,,0,,,94132,Stern Grove Entry Road & Wawona Street,Stern Grove Entry Rd.,Public Display,Trocadero Clubhouse,Stained glass on wood,Stained glass,40 x 30 in.,Stern Grove Trocadero Clubhouse [first floor window],Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,"Kogure, Kimiko",1987.44.f,2024-04-17T12:53:50.300,1987
row-s5hw.556t_ps9r,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.384469944 37.605746093),,,,0,-122.3844699,37.60574609,94128,55 S McDonnell Road,Grand Hyatt Hotel AirTrain Station,SFO,Hotel,Stained and fused glass,Stained and fused glass,10 ft. x 125 ft.,We Will Walk Right Up to the Sun,,"Cain, Sarah",T2018.5,2024-04-17T12:53:50.300,2019
row-p35i.qxm3~sacx,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.444759838 37.72297151),Outer Mission,11,,0,-122.4447598,37.72297151,94112,Ocean Avenue & San Jose Avenue,Northwest Corner,Public Display,Ingleside,COR-TEN steel on concrete,COR-TEN steel,"112"" h x 216"" w x 78"" d ; 1 1/2 stories h x 83 1/2"" w x 83 1/2"" d",Transverse and Column,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Muni Railway,"Barnes, Carroll",1977.61.a-b,2024-04-17T12:53:50.300,ca. 1977
row-zem2_i5pe~rbmz,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.466570755 37.772581681),Golden Gate Park,01,,0,-122.4665708,37.77258168,94118,Hagiwara Tea Garden Drive & John F. Kennedy Drive,Near John F. Kennedy Dr. Drive,Public Display,Golden Gate Park,Bronze on Stone,Bronze,156  x 150  x 132 in.,Miguel Cervantes (1547-1616),Collection of the City and County of San Francisco; Gift of E.J. Molora and C.J. Cobrian,"Mora, Joseph Jacinto",1916.1.a-c,2024-04-17T12:53:50.300,1916
row-vkcg_92df_fezn,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.395635966 37.722436547),Bayview Hunters Point,10,African American Arts & Cultural District,1,-122.395636,37.72243655,94124,3rd Street & Gilman Avenue,3Rd St. At Gilman Ave.,Public Display,3rd Street Light Rail,Stainless steel on painted steel,Stainless steel,300 x 24 x 24 in.,Untitled (Pole-mounted sculpture),Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,"Margrill, Anita and Nagasawa, Nobuho",2007.28,2024-04-17T12:53:50.300,2006
row-42bz_jyu3~i68t,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.47591421 37.73837121),Sunset/Parkside,04,Sunset Chinese Cultural District,1,-122.4759142,37.73837121,94116,2695 19th Avenue,Natatorium,Public Display,Sava Pool,Photographic print on porcelain enamel on concrete,Photographic print on porcelain enamel,21 1/2 x 94 x 1 in.,"Swimmer's Waves [column D, row 3]",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Charlie Sava Pool,"Wagner, Catherine",2008.10.i,2024-04-17T12:53:50.300,2008
row-bft3.fwmj_p7eh,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.405897643 37.802316863),North Beach,03,,0,-122.4058976,37.80231686,94133,1 Telegraph Hill Boulevard,2Nd Floor,Public Display,Coit Tower,Fresco,Fresco,108 x 264 in.,Outdoor Life,Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,"Cunningham, Ben F.",1934.26,2024-04-17T12:53:50.300,1934
row-phmh-z9af_y332,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.465244 37.751539863),Inner Sunset,07,,0,-122.465244,37.75153986,94116,1960 9th Avenue,Front Lawn,Public Display,J.P. Murphy Playground Clubhouse,Patina-finished cast bronze,Patina-finished cast bronze,72 x 48 x 12 in.,Woman with Birds [figure],Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the J.P. Murphy Clubhouse,"Carey, Michael",2013.4.a,2024-04-17T12:53:50.300,2009
row-z3j2~8y9m.gx8s,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.408545619 37.808013942),North Beach,03,,0,-122.4085456,37.80801394,94133,1574 The Embarcadero,"In the Public Park on the water side of Embarcadero, Between Piers 35 And 39",Public Display,Embarcadero Waterfront Park,Mirror finished stainless steel Type 316 L,Mirror finished stainless steel Type 316 L,312 x 252 x 150 in.,Skygate,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission as a gift from Johnson and Higgins,"Barr, Roger",1985.25,2024-04-17T12:53:50.300,1985
row-hajy~2tbt-rbap,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.410001246 37.796062843),Chinatown,03,,0,-122.4100012,37.79606284,94133,Powell Street & John Street,"Chinatown, Between Jackson St. And John St.",Public Display,Woh Hei Yuen Park,Granite,Granite,28 x 48 x 54 in.,Peach,Collection of the City and County of San Franisco; Commissioned by the San Francisco Arts Commission for Woh Hei Yuen Park,"Donahue, Marcia",1999.20.c,2024-04-17T12:53:50.300,1994
row-w34g_rsfz_6jew,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.440268584 37.744006366),Glen Park,08,,0,-122.4402686,37.74400637,94131,5210 Diamond Heights Boulevard,Clubhouse Interior,City Agency,George Christopher Playground,Glazed ceramic tile,Glazed ceramic tile,92 x 27 x 3 1/2 in.,Untitled,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for George Christopher Playground,"VandenBerge, Peter",1971.45.a,2024-04-17T12:53:50.300,ca. 1971
row-y2j9~dihk_72fw,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.440837207 37.73186574),West of Twin Peaks,07,,0,-122.4408372,37.73186574,94131,236 Monterey Boulevard,Garden Walkways,Public Display,Sunnyside Conservatory,Bronze on concrete,Bronze,3 1/4 x 3 1/2 x 3/4 in.,Sunnyside Menagerie [glyphies],Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Wowhaus,2009.7.13,2024-04-17T12:53:50.300,2009
row-g8td~exkh.zqgi,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404930993 37.755587994),Mission,10,,0,-122.404931,37.75558799,94110,1001 Portrero Avenue,Acute Care Unit Floor 2,City Agency,San Francisco General Hospital,Ceramic and glass mosaic tile,Ceramic and glass mosaic tile,66 x 102 in.,Quail and Monkey Branch,Collection of the City and County of San Francisco,"Wolff, Lena",2016.15,2024-04-17T12:53:50.300,2015
row-q8kc_u9z2-vvyv,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.419631081 37.747121353),Bernal Heights,09,,0,-122.4196311,37.74712135,94110,3146 Mission Street,,Public Display,Mission St. sidewalk,Concrete,Concrete,20 x 14 x 1/2 in.,Substrada [Job],Collection of the City and County of San Francisco; Commissioned for by the San Francisco Arts Commission for the Bernal Heights Sidewalk Enhancement Project,"Goggin, Brian",1999.17.4,2024-04-17T12:53:50.300,1999
row-zdxe_q8q5.s9k9,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404809689 37.794457951),Chinatown,03,,0,-122.4048097,37.79445795,94108,Clay Street & Kearny Street,Lower Level Playground,Public Display,Portsmouth Square,cast concrete,cast concrete,16 x 15 x 15 in.,Bench support (Horse),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Portsmouth Square,"Fuller (McChesney), Mary",1999.19.9,2024-04-17T12:53:50.300,1999
row-63tn_55yr~d6s6,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.429141202 37.76946107),Hayes Valley,08,,0,-122.4291412,37.76946107,94114,Duboce Avenue & Church Street,"Duboce Avenue Between Church And Fillmore St., North Side",Public Display,,Bronze,Bronze,46 3/8 x 23 1/2 x 24 in.,Domestic Seating (Wooden Chair),Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Church and Duboce Streetscape Improvement Project,"Suárez-Wolfe, Primitivo",2013.5.e,2024-04-17T12:53:50.300,2012
row-djhp_f3mb-uaxh,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.413270777 37.780263437),Tenderloin,05,,0,-122.4132708,37.78026344,94102,Leavenworth Street & Market Street,,Public Display,Civic Center United Nations Plaza,Granite,Granite,165' length,United Nations Plaza Fountain,Collection of the City and County of San Francisco; Purchased by the San Francisco Art Commission for the United Nations Plaza,"Halprin, Lawrence",1975.29,2024-04-17T12:53:50.300,ca. 1975
row-nt5a-ijv8_em5s,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.389603908 37.779866232),Mission Bay,06,,0,-122.3896039,37.77986623,94107,2nd Street & King Street,Waterfront Park,Public Display,Pier 40,Painted and stainless steel,Painted and stainless steel,60' H X 30' W X 30' D,Sea Change,Collection of the City and County of San Francisco; Purchased by the San Francisco Arts Commission for the Waterfront Transportation Project,"di Suvero, Mark",1995.13,2024-04-17T12:53:50.300,1995
row-vxqz_3iqs~8mi8,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.468802364 37.771431416),Golden Gate Park,07,,0,-122.4688024,37.77143142,94118,50 Hagiwara Tea Garden Drive,East Of De Young Museum,Public Display,Golden Gate Park,"Bronze, stone, granite, and landscaping","Bronze, stone, granite, and landscaping",54 x 24 x 30 in.,Pool of Enchantment,Collection of the City and County of San Francisco; Gift of Maria Becker,"Cummings, M. Earl",1917.1.a,2024-04-17T12:53:50.300,1917
row-32wa-curh-zvxh,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.506945513 37.732577066),Lakeshore,07,,0,-122.5069455,37.73257707,94132,3000 Great Highway,,Public Display,Westside Pump Station,"Cast concrete, colored mosaic tiles","Cast concrete, colored mosaic tiles",Overall: 86  x 78 in.,"Earth, Air, Sea",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Westside Pump Station,"Fuller (McChesney), Mary",1986.1,2024-04-17T12:53:50.300,1986
row-99qj-n9hb.3vzq,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.466127017 37.771263997),Golden Gate Park,07,,0,-122.466127,37.771264,94118,Music Concourse Drive & Bowl Drive,Near Intersection With Bowl Dr.,Public Display,Golden Gate Park,Bronze on granite,Bronze,155  x 84 1/2  x 84 1/2 in.,General John J. Pershing (1860-1948),Collection of the City and County of San Francisco; Gift of Dr. Morris Hertzstein,"Patigian, Haig",1922.1,2024-04-17T12:53:50.300,1921
row-e4eh.dcbh_t747,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.404930993 37.755587994),Mission,10,,0,-122.404931,37.75558799,94110,1001 Portrero Avenue,Building 80 Comfort Garden,City Agency,San Francisco General Hospital,"Stone, tile and concrete","Stone, tile and concrete",104  x 30  x 23 in.,Madonna,Collection of the City and County of San Francisco; Commissioned by the San Francisco Art Commission for the San Francisco General Hospital,"Bufano, Beniamino",1974.21,2024-04-17T12:53:50.300,
row-pp69-3h6u.gq3y,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.39654385 37.778331777),South of Market,06,,0,-122.3965439,37.77833178,94107,4th Street & Brannan Street,"Central Subway, 4th Street Station, 4th and Brannan Platform",City Agency,Central Subway,,,,Microcosmic,,"Ohtake, Moto",T2014.8,2024-04-17T12:53:50.300,2020
row-zt64_k7t4_beih,2024-04-25T13:55:19.101,,,,,0,,,94128,,BAE : Across from Gate 61 : left side wall btw restrooms,SFO,Terminal 3,Oil on canvas,Oil,"60"" H X 48"" W",18th Street Downgrade,Purchased by the San Francisco Art Commission for the San Francisco International Airport,"Thiebaud, Wayne",1979.38,2024-04-17T12:53:50.300,
row-zn2b-zihd.9tfr,2024-04-25T13:55:19.101,SRID=4326;POINT (-122.418830559 37.779328456),Tenderloin,05,,0,-122.4188306,37.77932846,94102,1 Dr. Carlton B. Goodlet Place,"1st Floor, Van Ness Lobby",Public Display,City Hall,Bronze on marble,Bronze,70 3/4  x 22  x 17 3/4 in.,Angelo J. Rossi (1878-1948),Collection of the City and County of San Francisco; Commissioned for City Hall,"Cravath, Ruth Wakefield",1948.2,2024-04-17T12:53:50.300,
row-n43b.bfkw_wwkq,2024-04-25T13:55:19.101,,,,,0,,,94128,,"Security Checkpoint, Level 2",SFO,Terminal 1,"Cast stainless steel, plywood, and terra cotta tile","Cast stainless steel, plywood, and terra cotta tile",Variable,Terra-Techne,,"Glynn, Liz",T2018.2,2024-04-17T12:53:50.300,2019
row-khjx-9uey~97zy,2024-04-25T13:55:19.101,,,,,0,,,94131,375 Laguna Honda Boulevad,Link Building Level 1,City Agency,Laguna Honda Hospital,cotton thread tapestry,cotton thread tapestry,,"1926: Mayor James Rolf, Jr. Dedicates the Laguna Honda Main Hospital Building",Collection of the City and County of San Francisco,"deSoto, Lewis",2011.14.4,2024-04-17T12:53:50.300,2004-2009
